Campaign name,Ad set name,Ad name,Day,Amount spent (INR),"CPM (cost per 1,000 impressions)",CTR (link click-through rate),Ad set delivery,Reporting starts,Reporting ends
TOF | Earrings,OCC,Earrings | DABA,2025-04-09,483.27,377.5546875,6.71875,inactive,2025-04-09,2025-04-09
TOF | Earrings,TRL,Earrings | DABA,2025-04-09,438.45,165.82829047,5.59757943,inactive,2025-04-09,2025-04-09
TOF | Story/Reel,TRL | IG | ST RL | PDP,Emily Necklace I SV,2025-04-09,377.0,55.16534972,0.39508341,inactive,2025-04-09,2025-04-09
TOF | ALL,OCC - IG,DABA,2025-04-09,211.77,11.21841394,1.03830058,inactive,2025-04-09,2025-04-09
MOF,MOF | DEL,Juliet Ring | SV,2025-04-09,343.17,77.72819932,0.92865232,inactive,2025-04-09,2025-04-09
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-09,113.91,83.88070692,3.24005891,not_delivering,2025-04-09,2025-04-09
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-09,653.49,245.2120075,4.65290807,not_delivering,2025-04-09,2025-04-09
TOF | ALL,TRL - IG,DABA – BS /TP 2,2025-04-09,438.32,5.20619536,0.90626188,inactive,2025-04-09,2025-04-09
TOF | Story/Reel,TRL | IG | ST RL | PDP,Firdos Earrings I SV,2025-04-09,246.7,93.87366819,0.95129376,inactive,2025-04-09,2025-04-09
TOF | ALL,OCC - IG,DABA – BS /TP 2,2025-04-10,0.73,8.48837209,1.1627907,inactive,2025-04-10,2025-04-10
MOF,MOF | MUM,RV | CC,2025-04-10,144.44,244.81355932,0.6779661,inactive,2025-04-10,2025-04-10
TOF | ALL,HOME - IG,DABA,2025-04-10,570.34,25.69909431,1.66268643,inactive,2025-04-10,2025-04-10
MOF,MOF | DABA,MOF | DABA 2,2025-04-10,834.45,148.08340728,3.95740905,inactive,2025-04-10,2025-04-10
TOF | Earrings,OCC,Earrings | DABA,2025-04-10,374.75,255.45330607,5.52147239,inactive,2025-04-10,2025-04-10
TOF | ALL,OCC - IG,DABA,2025-04-10,182.34,16.6779475,0.65855666,inactive,2025-04-10,2025-04-10
TOF | India Modern,C-OCC - IG,DABA – BS /TP 1,2025-04-10,930.65,64.2580957,2.62376579,inactive,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,C-OCC,CC,2025-04-10,507.05,447.92402827,1.9434629,inactive,2025-04-10,2025-04-10
MOF,MOF | KHB,ida and ineya | SV,2025-04-10,182.43,93.9392379,0.56642636,inactive,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TIFF - IG,CC,2025-04-10,3.65,76.04166667,2.08333333,inactive,2025-04-10,2025-04-10
MOF,MOF | DEL,RV | CC,2025-04-10,302.22,259.19382504,0.85763293,inactive,2025-04-10,2025-04-10
TOF | India Modern,JWLY + TRL - FB,DABA – BS /TP 1,2025-04-10,468.77,53.98710123,4.60670275,inactive,2025-04-10,2025-04-10
TOF | ALL,HOME - IG,DABA – BS /TP,2025-04-10,112.71,17.47983871,1.38027295,inactive,2025-04-10,2025-04-10
TOF | India Modern,HOME - IG,DABA – BS /TP 1,2025-04-10,850.38,59.42972954,2.67663708,inactive,2025-04-10,2025-04-10
TOF | India Modern,INT JWLY - IGi,DABA – BS /TP 1,2025-04-10,413.45,297.23220705,5.46369518,inactive,2025-04-10,2025-04-10
TOF | India Modern,HOME - IG,India Modern DABA,2025-04-10,122.33,73.20766008,2.45362059,inactive,2025-04-10,2025-04-10
BOF | DPA,VC & ATC_14 Days - IG,DPA,2025-04-10,1485.33,50.65236666,3.53635248,active,2025-04-10,2025-04-10
TOF | KHB |,OCC | IG,KHB | DABA (1),2025-04-10,944.29,73.96334299,1.43338294,inactive,2025-04-10,2025-04-10
BOF | DPA,VC & ATC_60 Days - IG,DPA,2025-04-10,961.65,29.8537812,2.26934062,active,2025-04-10,2025-04-10
BOF | DPA,VC & ATC_14 Days - FB,DPA,2025-04-10,486.13,67.39636767,5.5039512,active,2025-04-10,2025-04-10
TOF | KHB |,INT JWLY | IG,Zeya Necklace | SI,2025-04-10,106.89,92.70598439,0.60711188,inactive,2025-04-10,2025-04-10
MOF,MOF | DABA,MOF | DABA 1,2025-04-10,669.9,321.75792507,5.90778098,inactive,2025-04-10,2025-04-10
TOF | India Modern,C-OCC - IG,India Modern DABA,2025-04-10,35.36,85.61743341,1.69491525,inactive,2025-04-10,2025-04-10
TOF | India Modern,JWLY + TRL - FBi,DABA – BS /TP 1,2025-04-10,471.95,121.9824244,4.08374257,inactive,2025-04-10,2025-04-10
TOF | ALL,MAG - IG,DABA,2025-04-10,592.13,12.59368752,0.84010379,inactive,2025-04-10,2025-04-10
TOF | ALL,MAG - IG,DABA – BS /TP 2,2025-04-10,293.21,8.14834371,1.00600267,inactive,2025-04-10,2025-04-10
TOF | Earrings,OCC,Ira Earrings | CV,2025-04-10,59.35,142.66826923,4.08653846,inactive,2025-04-10,2025-04-10
TOF | ALL,INT JWLY - IG,DABA – BS /TP,2025-04-10,160.01,16.07494475,1.10508338,inactive,2025-04-10,2025-04-10
TOF | India Modern,INT JWLY - IG,DABA – BS /TP 1,2025-04-10,843.52,56.63108426,2.73246056,inactive,2025-04-10,2025-04-10
TOF | ALL,TIFF - IG,DABA – BS /TP,2025-04-10,229.36,18.81851001,0.91893666,inactive,2025-04-10,2025-04-10
TOF | All That Grace,ARL | IGi,All that grace | SV,2025-04-10,14.25,113.0952381,1.58730159,active,2025-04-10,2025-04-10
TOF | All That Grace,END | IGi,All that grace | DABA,2025-04-10,212.5,77.75338456,4.39077936,inactive,2025-04-10,2025-04-10
TOF | KHB |,INT JWLY | IG,Sikar Necklace | SI,2025-04-10,71.71,116.22366288,0.81037277,inactive,2025-04-10,2025-04-10
MOF,MOF | KHB,Zeya Necklace | SV,2025-04-10,64.77,81.67717528,0.25220681,inactive,2025-04-10,2025-04-10
BOF | DPA,VC & ATC_60 Days - FB,DPA,2025-04-10,509.68,32.13619168,2.38965952,active,2025-04-10,2025-04-10
TOF | Earrings,TRL,Earrings | DABA,2025-04-10,422.99,107.41239208,4.97714576,inactive,2025-04-10,2025-04-10
TOF | Story/Reel,TRL | IG | ST,Nizam Ring I SI,2025-04-10,192.71,197.44877049,1.02459016,inactive,2025-04-10,2025-04-10
TOF | India Modern,INT JWLY - IG,India Modern DABA,2025-04-10,121.29,98.44967532,2.5974026,inactive,2025-04-10,2025-04-10
TOF | Earrings,TRL,Felix Earrings | CV,2025-04-10,62.51,57.77264325,3.88170055,inactive,2025-04-10,2025-04-10
TOF | 80k,OCC – IG,80k DABA | Earrings,2025-04-10,16.99,202.26190476,1.19047619,inactive,2025-04-10,2025-04-10
TOF | Story/Reel,TRL | IG | ST,Raphsody I SI,2025-04-10,687.1,302.28772547,2.19973603,inactive,2025-04-10,2025-04-10
TOF | Story/Reel,TRL | IG | ST RL | PDP,Thea Earrings I SV,2025-04-10,1004.35,95.71619175,0.78147336,inactive,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TIFF - IG,DEW DROP | SI,2025-04-10,52.03,111.41327623,1.07066381,inactive,2025-04-10,2025-04-10
TOF | 80k,LUXE | IGi,80k CC,2025-04-10,866.57,509.44738389,2.88065844,active,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TIFF - IG,IRA | SI,2025-04-10,238.93,55.66868593,2.51630941,inactive,2025-04-10,2025-04-10
TOF | ALL,TRL - IG,DABA,2025-04-10,539.77,13.12893732,0.89752633,inactive,2025-04-10,2025-04-10
TOF | All That Grace,ARL | IGi,All that grace (1) | CI,2025-04-10,1.21,403.33333333,,active,2025-04-10,2025-04-10
TOF | ALL,TRL - IG,DABA – BS /TP 2,2025-04-10,327.46,8.52116891,0.91077051,inactive,2025-04-10,2025-04-10
TOF | Story/Reel,TRL | IG | ST,Jehan Necklace I SI,2025-04-10,299.14,152.54462009,0.66292708,inactive,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TRL - IG,Emerald Mix Match I SI,2025-04-10,315.44,197.64411028,1.25313283,inactive,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TIFF - IG,Arka Necklace | SV,2025-04-10,2.86,26.98113208,0.94339623,inactive,2025-04-10,2025-04-10
BOF | DPA,VC & ATC_1 Day - FB,DPA,2025-04-10,404.31,191.98005698,6.17283951,active,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TIFF - IG,ARKA STYLISED | SI,2025-04-10,235.98,732.85714286,2.48447205,inactive,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TRL - IG,Love Pendant I SV,2025-04-10,403.49,217.86717063,0.75593952,inactive,2025-04-10,2025-04-10
TOF | India Modern,INT JWLY - IGi,India Modern DABA,2025-04-10,43.49,690.31746032,1.58730159,inactive,2025-04-10,2025-04-10
TOF | ALL,INT JWLY - IG,DABA,2025-04-10,749.28,22.52863886,1.22974233,inactive,2025-04-10,2025-04-10
TOF | Story/Reel,TRL | IG | ST,Ella Rings I SI,2025-04-10,677.58,144.47334755,1.72707889,inactive,2025-04-10,2025-04-10
TOF | All That Grace,ARL | IGi,Mix Match Pearls I SI,2025-04-10,199.55,656.41447368,1.64473684,active,2025-04-10,2025-04-10
TOF | Story/Reel,TRL | IG | ST RL | PDP,Felix Earrings I SV,2025-04-10,581.26,117.14228134,0.7859734,inactive,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TIFF - IG,ARKA | SI,2025-04-10,39.74,393.46534653,1.98019802,inactive,2025-04-10,2025-04-10
TOF | Story/Reel,TRL | IG | ST RL | PDP,Firdos Earrings I SV,2025-04-10,230.36,116.51997977,0.85988872,inactive,2025-04-10,2025-04-10
MOF,MOF | BLR,Juliet Ring | SV,2025-04-10,330.9,106.29617732,1.18856409,inactive,2025-04-10,2025-04-10
MOF,MOF | BLR,RV | CC,2025-04-10,152.48,142.10624418,0.65237651,inactive,2025-04-10,2025-04-10
TOF | Story/Reel,TRL | IG | ST RL | PDP,Revival Necklace I SV,2025-04-10,335.84,224.64214047,0.66889632,inactive,2025-04-10,2025-04-10
TOF | Earrings,TRL,Ira Earrings | CV,2025-04-10,0.35,26.92307692,,inactive,2025-04-10,2025-04-10
TOF | 80k,OCC – IG,80k DABA | Rings,2025-04-10,188.16,78.26955075,0.99833611,inactive,2025-04-10,2025-04-10
MOF,MOF | DEL,Juliet Ring | SV,2025-04-10,252.14,113.52543899,0.76542098,inactive,2025-04-10,2025-04-10
TOF | Story/Reel,TRL | IG | ST RL | PDP,Emily Necklace I SV,2025-04-10,297.55,72.2033487,0.33972337,inactive,2025-04-10,2025-04-10
MOF,MOF | KHB,Cutch Tassel | SI,2025-04-10,171.12,251.64705882,0.44117647,inactive,2025-04-10,2025-04-10
BOF | DPA,VC & ATC_1 Day - IG,DPA,2025-04-10,964.9,170.77876106,7.16814159,active,2025-04-10,2025-04-10
MOF,MOF | HYD,RV | CC,2025-04-10,162.66,84.89561587,0.782881,inactive,2025-04-10,2025-04-10
TOF | KHB |,INT JWLY | IG,Tanjore Bracelet | SI,2025-04-10,191.01,197.93782383,0.93264249,inactive,2025-04-10,2025-04-10
TOF | 80k,OCC – IG,80k DABA,2025-04-10,292.48,138.22306238,1.84310019,inactive,2025-04-10,2025-04-10
TOF | KHB |,INT JWLY | IG,Qutub Necklace | SI,2025-04-10,307.19,135.38563244,1.89510798,inactive,2025-04-10,2025-04-10
MOF,MOF | DABA | ENGD,MOF | DABA 1,2025-04-10,373.47,13.41969098,0.93065038,inactive,2025-04-10,2025-04-10
TOF | KHB |,INT JWLY | IGi,KHB | DABA (1),2025-04-10,1344.52,80.91718825,1.99807415,inactive,2025-04-10,2025-04-10
MOF,MOF | MUM,Juliet Ring | SV,2025-04-10,350.66,222.64126984,1.14285714,inactive,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TIFF - IG,Amey Ring | SV,2025-04-10,116.66,56.60359049,0.48520136,inactive,2025-04-10,2025-04-10
MOF,MOF | HYD,Juliet Ring | SV,2025-04-10,340.83,101.3470116,1.15967886,inactive,2025-04-10,2025-04-10
TOF | All That Grace,ARL | IGi,Debbie Earrings | SV,2025-04-10,468.21,166.09081234,1.17062788,active,2025-04-10,2025-04-10
TOF | Earrings,OCC,Felix Earrings | CV,2025-04-10,51.99,187.01438849,3.23741007,inactive,2025-04-10,2025-04-10
TOF | KHB |,INT JWLY | IG,Mansa Necklace | SI,2025-04-10,244.81,53.04658722,1.34344529,inactive,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TIFF - IG,Anah Necklace | SV,2025-04-10,28.33,194.04109589,,inactive,2025-04-10,2025-04-10
TOF | CUSTOM | AUTO,TIFF - IG,MARRAKESH | SI,2025-04-10,2.36,196.66666667,,inactive,2025-04-10,2025-04-10
TOF | ALL,TIFF - IG,DABA,2025-04-10,676.34,22.28761616,1.35108416,inactive,2025-04-10,2025-04-10
MOF,MOF | DABA | ENGD,MOF | DABA 2,2025-04-10,1118.18,14.84651336,1.48441234,inactive,2025-04-10,2025-04-10
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,37.24,129.30555556,0.34722222,not_delivering,2025-04-11,2025-04-11
MOF,MOF | KHB,Zeya Necklace | SV,2025-04-11,1.93,148.46153846,,inactive,2025-04-11,2025-04-11
TOF | All That Grace,ARL | IGi,All that grace | SV,2025-04-11,0.07,70.0,,active,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,52.14,130.67669173,0.25062657,not_delivering,2025-04-11,2025-04-11
BOF | DPA,VC & ATC_1 Day - IG,DPA,2025-04-11,955.53,189.51408171,6.04918683,active,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,94.45,224.88095238,0.71428571,not_delivering,2025-04-11,2025-04-11
TOF | Story/Reel,TRL | IG | ST RL | PDP,Felix Earrings I SV,2025-04-11,485.01,120.98029434,0.99775505,inactive,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TIFF - IG,FAYE STYLISED | SI,2025-04-11,30.84,335.2173913,2.17391304,inactive,2025-04-11,2025-04-11
TOF | Story/Reel,TRL | IG | ST RL | PDP,Thea Earrings I SV,2025-04-11,1033.24,105.23935628,0.86575677,inactive,2025-04-11,2025-04-11
TOF | ALL,OCC - IG,DABA,2025-04-11,261.45,12.35235755,1.00633091,inactive,2025-04-11,2025-04-11
TOF | Earrings,OCC,Earrings | DABA,2025-04-11,404.55,254.27404148,5.78252671,inactive,2025-04-11,2025-04-11
MOF,MOF | MUM,RV | CC,2025-04-11,115.25,226.42436149,0.98231827,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,179.91,330.11009174,2.01834862,not_delivering,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,46.81,109.36915888,0.93457944,not_delivering,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TIFF - IG,MARRAKESH | SI,2025-04-11,21.52,226.52631579,1.05263158,inactive,2025-04-11,2025-04-11
TOF | Story/Reel,TRL | IG | ST,Ella Rings I SI,2025-04-11,709.37,121.82208484,2.19817963,inactive,2025-04-11,2025-04-11
TOF | ALL,MAG - IG,DABA – BS /TP 2,2025-04-11,368.65,7.40826333,1.00679233,inactive,2025-04-11,2025-04-11
TOF | Story/Reel,TRL | IG | ST,Nizam Ring I SI,2025-04-11,153.0,243.63057325,1.91082803,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,39.65,150.76045627,0.76045627,not_delivering,2025-04-11,2025-04-11
TOF | Story/Reel,TRL | IG | ST,Raphsody I SI,2025-04-11,882.23,349.81363997,2.57731959,inactive,2025-04-11,2025-04-11
MOF,MOF | DABA | ENGD,MOF | DABA 2,2025-04-11,1100.83,11.19674115,1.41481127,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,12.33,90.66176471,1.47058824,not_delivering,2025-04-11,2025-04-11
BOF | DPA,VC & ATC_60 Days - IG,DPA,2025-04-11,1006.18,29.06018946,2.05348891,active,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TIFF - IG,DEW DROP | SI,2025-04-11,3.92,170.43478261,8.69565217,inactive,2025-04-11,2025-04-11
TOF | ALL,MAG - IG,DABA,2025-04-11,686.65,10.85132273,1.06830178,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,96.5,129.87886945,1.74966353,not_delivering,2025-04-11,2025-04-11
TOF | Earrings,OCC,Ira Earrings | CV,2025-04-11,24.96,149.46107784,4.79041916,inactive,2025-04-11,2025-04-11
TOF | Story/Reel,TRL | IG | ST,Jehan Necklace I SI,2025-04-11,220.19,326.69139466,1.63204748,inactive,2025-04-11,2025-04-11
TOF | India Modern,HOME - IG,India Modern DABA,2025-04-11,160.31,84.55168776,3.48101266,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,37.47,72.33590734,1.15830116,not_delivering,2025-04-11,2025-04-11
TOF | Story/Reel,TRL | IG | ST,Sapphires I SI,2025-04-11,1.65,330.0,,inactive,2025-04-11,2025-04-11
TOF | ALL,INT JWLY - IG,DABA – BS /TP,2025-04-11,215.29,19.04715562,1.63673361,inactive,2025-04-11,2025-04-11
BOF | DPA,VC & ATC_1 Day - FB,DPA,2025-04-11,481.72,249.72524624,6.79108346,active,2025-04-11,2025-04-11
MOF,MOF | DABA | ENGD,MOF | DABA 1,2025-04-11,305.19,13.11122567,1.44348499,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,14.42,95.49668874,1.98675497,not_delivering,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,40.41,178.80530973,0.44247788,not_delivering,2025-04-11,2025-04-11
TOF | KHB |,INT JWLY | IGi,KHB | DABA (1),2025-04-11,1423.9,49.04250189,1.85299993,inactive,2025-04-11,2025-04-11
TOF | ALL,HOME - IG,DABA – BS /TP,2025-04-11,68.38,12.28309682,1.27537273,inactive,2025-04-11,2025-04-11
TOF | India Modern,INT JWLY - IG,India Modern DABA,2025-04-11,127.03,115.2722323,3.17604356,inactive,2025-04-11,2025-04-11
TOF | 80k,OCC – IG,80k DABA | Rings,2025-04-11,150.96,75.74510788,1.3547416,inactive,2025-04-11,2025-04-11
TOF | India Modern,INT JWLY - IGi,DABA – BS /TP 1,2025-04-11,448.67,346.46332046,5.48262548,inactive,2025-04-11,2025-04-11
TOF | 80k,OCC – IG,80k DABA,2025-04-11,277.41,149.95135135,2.32432432,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,64.55,149.4212963,2.08333333,not_delivering,2025-04-11,2025-04-11
TOF | India Modern,C-OCC - IG,India Modern DABA,2025-04-11,40.01,114.31428571,4.57142857,inactive,2025-04-11,2025-04-11
TOF | All That Grace,ARL | IGi,Meera Suit Look | SV,2025-04-11,0.58,290.0,,active,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TIFF - IG,Anah Necklace | SV,2025-04-11,2.55,510.0,,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,39.02,206.45502646,3.7037037,not_delivering,2025-04-11,2025-04-11
TOF | India Modern,INT JWLY - IG,DABA – BS /TP 1,2025-04-11,864.93,69.66814337,2.85944422,inactive,2025-04-11,2025-04-11
TOF | India Modern,JWLY + TRL - FB,DABA – BS /TP 1,2025-04-11,379.38,67.45732575,6.7745377,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,30.22,364.09638554,6.02409639,not_delivering,2025-04-11,2025-04-11
TOF | KHB |,INT JWLY | IG,Qutub Necklace | SI,2025-04-11,181.71,62.68023456,1.62124871,inactive,2025-04-11,2025-04-11
TOF | ALL,TIFF - IG,DABA,2025-04-11,703.28,21.72561861,1.93691885,inactive,2025-04-11,2025-04-11
MOF,MOF | DABA,MOF | DABA 1,2025-04-11,482.01,256.93496802,3.891258,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,40.8,153.38345865,1.5037594,not_delivering,2025-04-11,2025-04-11
TOF | KHB |,INT JWLY | IG,Tanjore Bracelet | SI,2025-04-11,128.7,165.63706564,1.41570142,inactive,2025-04-11,2025-04-11
MOF,MOF | DABA,MOF | DABA 2,2025-04-11,820.89,125.76834687,3.01823196,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,9.55,222.09302326,,not_delivering,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TIFF - IG,Amey Ring | SV,2025-04-11,67.34,74.08140814,0.330033,inactive,2025-04-11,2025-04-11
TOF | KHB |,INT JWLY | IG,Mansa Necklace | SI,2025-04-11,323.03,62.15701366,1.46238214,inactive,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,C-OCC,CC,2025-04-11,440.05,364.58160729,1.65700083,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,16.38,356.08695652,,not_delivering,2025-04-11,2025-04-11
TOF | 80k,OCC – IG,80k DABA | Earrings,2025-04-11,16.09,93.54651163,0.58139535,inactive,2025-04-11,2025-04-11
TOF | Story/Reel,TRL | IG | ST RL | PDP,Emily Necklace I SV,2025-04-11,272.88,68.85692657,0.22710068,inactive,2025-04-11,2025-04-11
TOF | ALL,TIFF - IG,DABA – BS /TP,2025-04-11,266.01,18.48446946,1.47314294,inactive,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TIFF - IG,QUTUB | SI,2025-04-11,20.92,255.12195122,1.2195122,inactive,2025-04-11,2025-04-11
TOF | Story/Reel,TRL | IG | ST RL | PDP,Revival Necklace I SV,2025-04-11,269.52,218.94394801,0.56864338,inactive,2025-04-11,2025-04-11
TOF | ALL,OCC - IG,DABA – BS /TP 2,2025-04-11,0.69,12.32142857,1.78571429,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,23.17,91.94444444,0.79365079,not_delivering,2025-04-11,2025-04-11
TOF | Story/Reel,TRL | IG | ST RL | PDP,Firdos Earrings I SV,2025-04-11,369.13,187.09072478,0.76026356,inactive,2025-04-11,2025-04-11
TOF | All That Grace,ARL | IGi,Mix Match Pearls I SI,2025-04-11,158.76,640.16129032,2.01612903,active,2025-04-11,2025-04-11
TOF | India Modern,C-OCC - IG,DABA – BS /TP 1,2025-04-11,935.2,64.73764364,3.04582583,inactive,2025-04-11,2025-04-11
TOF | All That Grace,END | IGi,All that grace | DABA,2025-04-11,213.69,67.98918231,2.35443843,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,23.23,111.68269231,1.92307692,not_delivering,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TRL - IG,Firdos Bracelet I SV,2025-04-11,52.53,231.40969163,0.88105727,inactive,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TRL - IG,Love Pendant I SV,2025-04-11,267.23,199.57430919,0.82150859,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,189.15,434.82758621,5.28735632,not_delivering,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TIFF - IG,ARKA STYLISED | SI,2025-04-11,165.09,616.00746269,1.11940299,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,3.28,252.30769231,,not_delivering,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TRL - IG,Emerald Mix Match I SI,2025-04-11,393.69,243.77089783,1.48606811,inactive,2025-04-11,2025-04-11
TOF | India Modern,JWLY + TRL - FBi,DABA – BS /TP 1,2025-04-11,430.62,127.85629454,6.26484561,inactive,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,116.5,414.59074733,3.91459075,not_delivering,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,97.53,165.02538071,2.53807107,not_delivering,2025-04-11,2025-04-11
TOF | ALL,TRL - IG,DABA – BS /TP 2,2025-04-11,407.08,7.49452289,1.07148775,inactive,2025-04-11,2025-04-11
TOF | ALL,TRL - IG,DABA,2025-04-11,650.01,10.92031652,1.13737547,inactive,2025-04-11,2025-04-11
TOF | India Modern,HOME - IG,DABA – BS /TP 1,2025-04-11,837.93,63.61931516,3.15845418,inactive,2025-04-11,2025-04-11
TOF | CUSTOM | AUTO,TIFF - IG,IRA | SI,2025-04-11,354.71,59.09863379,3.03232256,inactive,2025-04-11,2025-04-11
TOF | 80k,LUXE | IGi,80k CC,2025-04-11,948.63,475.5037594,2.55639098,active,2025-04-11,2025-04-11
P2PSBG_REELS,P2PSBG_REELS,P2PSBG_REELS,2025-04-11,10.75,716.66666667,,not_delivering,2025-04-11,2025-04-11
TOF | ALL,INT JWLY - IG,DABA,2025-04-11,695.94,24.32676174,1.85961969,inactive,2025-04-11,2025-04-11
MOF,MOF | BLR,RV | CC,2025-04-11,50.77,65.34105534,0.51480051,inactive,2025-04-11,2025-04-11
TOF | KHB |,OCC | IG,KHB | DABA (1),2025-04-11,1039.76,66.89140504,1.78847144,inactive,2025-04-11,2025-04-11
TOF | India Modern,JWLY + TRL - FB,India Modern DABA,2025-04-11,108.98,177.78140294,4.56769984,inactive,2025-04-11,2025-04-11
TOF | All That Grace,ARL | IGi,Debbie Earrings | SV,2025-04-11,566.31,175.98197638,1.02548167,active,2025-04-11,2025-04-11
MOF,MOF | MUM,Juliet Ring | SV,2025-04-11,234.28,183.60501567,1.3322884,inactive,2025-04-11,2025-04-11
TOF | ALL,HOME - IG,DABA,2025-04-11,665.01,27.63275991,2.46405718,inactive,2025-04-11,2025-04-11
MOF,MOF | HYD,Juliet Ring | SV,2025-04-11,321.13,76.0971564,1.51658768,inactive,2025-04-11,2025-04-11
TOF | Earrings,OCC,Felix Earrings | CV,2025-04-11,24.86,64.90861619,3.65535248,inactive,2025-04-11,2025-04-11
BOF | DPA,VC & ATC_60 Days - FB,DPA,2025-04-11,501.05,39.49006936,2.79003783,active,2025-04-11,2025-04-11
MOF,MOF | DEL,Juliet Ring | SV,2025-04-11,286.22,129.80498866,0.95238095,inactive,2025-04-11,2025-04-11
BOF | DPA,VC & ATC_14 Days - FB,DPA,2025-04-11,456.49,80.19852424,5.85031623,active,2025-04-11,2025-04-11
TOF | Earrings,TRL,Felix Earrings | CV,2025-04-11,11.06,73.24503311,2.64900662,inactive,2025-04-11,2025-04-11
TOF | KHB |,INT JWLY | IG,Sikar Necklace | SI,2025-04-11,110.09,164.0685544,0.74515648,inactive,2025-04-11,2025-04-11
TOF | India Modern,JWLY + TRL - FBi,India Modern DABA,2025-04-11,59.98,156.19791667,6.51041667,inactive,2025-04-11,2025-04-11
BOF | DPA,VC & ATC_14 Days - IG,DPA,2025-04-11,1448.78,47.84136314,3.81071889,active,2025-04-11,2025-04-11
MOF,MOF | HYD,RV | CC,2025-04-11,72.39,37.04708291,0.92118731,inactive,2025-04-11,2025-04-11
MOF,MOF | BLR,Juliet Ring | SV,2025-04-11,368.2,89.17413417,1.30782272,inactive,2025-04-11,2025-04-11
